"id","true","output"
"4900","6:Pregnanc","6:Pregnanc"
"4901","2:Carcinom","9:Risk-Fac"
"4902","8:Receptor","8:Receptor"
"4903","9:Risk-Fac","9:Risk-Fac"
"4904","3:DNA","5:Molecula"
"4905","7:Prognosi","7:Prognosi"
"4906","4:In-Vitro","4:In-Vitro"
"4907","1:Antibodi","4:In-Vitro"
"4908","6:Pregnanc","1:Antibodi"
"4909","1:Antibodi","3:DNA"
"4910","5:Molecula","5:Molecula"
"4911","9:Risk-Fac","3:DNA"
"4912","5:Molecula","5:Molecula"
"4913","8:Receptor","8:Receptor"
"4914","3:DNA","3:DNA"
"4915","7:Prognosi","7:Prognosi"
"4916","10:Tomogra","7:Prognosi"
"4917","9:Risk-Fac","9:Risk-Fac"
"4918","4:In-Vitro","4:In-Vitro"
"4919","7:Prognosi","2:Carcinom"
"4920","4:In-Vitro","4:In-Vitro"
"4921","6:Pregnanc","6:Pregnanc"
"4922","10:Tomogra","10:Tomogra"
"4923","7:Prognosi","2:Carcinom"
"4924","6:Pregnanc","6:Pregnanc"
"4925","9:Risk-Fac","9:Risk-Fac"
"4926","1:Antibodi","1:Antibodi"
"4927","9:Risk-Fac","9:Risk-Fac"
"4928","4:In-Vitro","4:In-Vitro"
"4929","6:Pregnanc","6:Pregnanc"
"4930","1:Antibodi","3:DNA"
"4931","7:Prognosi","7:Prognosi"
"4932","4:In-Vitro","4:In-Vitro"
"4933","4:In-Vitro","4:In-Vitro"
"4934","10:Tomogra","10:Tomogra"
"4935","5:Molecula","3:DNA"
"4936","10:Tomogra","1:Antibodi"
"4937","1:Antibodi","1:Antibodi"
"4938","9:Risk-Fac","9:Risk-Fac"
"4939","9:Risk-Fac","7:Prognosi"
"4940","9:Risk-Fac","9:Risk-Fac"
"4941","6:Pregnanc","4:In-Vitro"
"4942","5:Molecula","5:Molecula"
"4943","2:Carcinom","2:Carcinom"
"4944","3:DNA","4:In-Vitro"
"4945","4:In-Vitro","6:Pregnanc"
"4946","6:Pregnanc","6:Pregnanc"
"4947","7:Prognosi","1:Antibodi"
"4948","2:Carcinom","4:In-Vitro"
"4949","9:Risk-Fac","9:Risk-Fac"
"4950","3:DNA","9:Risk-Fac"
"4951","10:Tomogra","9:Risk-Fac"
"4952","1:Antibodi","1:Antibodi"
"4953","1:Antibodi","1:Antibodi"
"4954","8:Receptor","3:DNA"
"4955","1:Antibodi","6:Pregnanc"
"4956","5:Molecula","5:Molecula"
"4957","7:Prognosi","6:Pregnanc"
"4958","6:Pregnanc","6:Pregnanc"
"4959","4:In-Vitro","8:Receptor"
"4960","8:Receptor","8:Receptor"
"4961","5:Molecula","5:Molecula"
"4962","1:Antibodi","7:Prognosi"
"4963","4:In-Vitro","4:In-Vitro"
"4964","3:DNA","8:Receptor"
"4965","9:Risk-Fac","9:Risk-Fac"
"4966","10:Tomogra","10:Tomogra"
"4967","4:In-Vitro","4:In-Vitro"
"4968","10:Tomogra","6:Pregnanc"
"4969","3:DNA","8:Receptor"
"4970","1:Antibodi","1:Antibodi"
"4971","3:DNA","5:Molecula"
"4972","3:DNA","9:Risk-Fac"
"4973","5:Molecula","5:Molecula"
"4974","5:Molecula","5:Molecula"
"4975","1:Antibodi","1:Antibodi"
"4976","10:Tomogra","10:Tomogra"
"4977","10:Tomogra","9:Risk-Fac"
"4978","7:Prognosi","10:Tomogra"
"4979","4:In-Vitro","8:Receptor"
"4980","6:Pregnanc","6:Pregnanc"
"4981","3:DNA","3:DNA"
"4982","6:Pregnanc","6:Pregnanc"
"4983","5:Molecula","5:Molecula"
"4984","9:Risk-Fac","7:Prognosi"
"4985","1:Antibodi","3:DNA"
"4986","4:In-Vitro","4:In-Vitro"
"4987","1:Antibodi","1:Antibodi"
"4988","10:Tomogra","4:In-Vitro"
"4989","4:In-Vitro","4:In-Vitro"
"4990","7:Prognosi","7:Prognosi"
"4991","7:Prognosi","9:Risk-Fac"
"4992","8:Receptor","4:In-Vitro"
"4993","10:Tomogra","10:Tomogra"
"4994","6:Pregnanc","6:Pregnanc"
"4995","10:Tomogra","8:Receptor"
"4996","7:Prognosi","9:Risk-Fac"
"4997","9:Risk-Fac","9:Risk-Fac"
"4998","10:Tomogra","10:Tomogra"
"4999","5:Molecula","5:Molecula"
"5000","8:Receptor","8:Receptor"
"5001","8:Receptor","1:Antibodi"
"5002","1:Antibodi","7:Prognosi"
"5003","9:Risk-Fac","9:Risk-Fac"
"5004","5:Molecula","3:DNA"
"5005","3:DNA","3:DNA"
"5006","6:Pregnanc","6:Pregnanc"
"5007","8:Receptor","8:Receptor"
"5008","4:In-Vitro","5:Molecula"
"5009","8:Receptor","8:Receptor"
"5010","6:Pregnanc","6:Pregnanc"
"5011","4:In-Vitro","4:In-Vitro"
"5012","6:Pregnanc","6:Pregnanc"
"5013","1:Antibodi","3:DNA"
"5014","4:In-Vitro","1:Antibodi"
"5015","1:Antibodi","1:Antibodi"
"5016","9:Risk-Fac","9:Risk-Fac"
"5017","4:In-Vitro","8:Receptor"
"5018","7:Prognosi","7:Prognosi"
"5019","7:Prognosi","6:Pregnanc"
"5020","10:Tomogra","7:Prognosi"
"5021","5:Molecula","5:Molecula"
"5022","1:Antibodi","1:Antibodi"
"5023","5:Molecula","5:Molecula"
"5024","7:Prognosi","7:Prognosi"
"5025","2:Carcinom","2:Carcinom"
"5026","6:Pregnanc","6:Pregnanc"
"5027","9:Risk-Fac","9:Risk-Fac"
"5028","10:Tomogra","10:Tomogra"
"5029","4:In-Vitro","4:In-Vitro"
"5030","5:Molecula","5:Molecula"
"5031","2:Carcinom","2:Carcinom"
"5032","9:Risk-Fac","9:Risk-Fac"
"5033","6:Pregnanc","6:Pregnanc"
"5034","7:Prognosi","7:Prognosi"
"5035","8:Receptor","8:Receptor"
"5036","6:Pregnanc","6:Pregnanc"
"5037","5:Molecula","5:Molecula"
"5038","3:DNA","3:DNA"
"5039","7:Prognosi","6:Pregnanc"
"5040","8:Receptor","8:Receptor"
"5041","5:Molecula","5:Molecula"
"5042","7:Prognosi","2:Carcinom"
"5043","3:DNA","5:Molecula"
"5044","8:Receptor","1:Antibodi"
"5045","9:Risk-Fac","2:Carcinom"
"5046","8:Receptor","8:Receptor"
"5047","8:Receptor","8:Receptor"
"5048","1:Antibodi","1:Antibodi"
"5049","9:Risk-Fac","10:Tomogra"
"5050","4:In-Vitro","5:Molecula"
"5051","4:In-Vitro","8:Receptor"
"5052","8:Receptor","8:Receptor"
"5053","8:Receptor","8:Receptor"
"5054","4:In-Vitro","4:In-Vitro"
"5055","7:Prognosi","10:Tomogra"
"5056","6:Pregnanc","6:Pregnanc"
"5057","4:In-Vitro","4:In-Vitro"
"5058","9:Risk-Fac","9:Risk-Fac"
"5059","9:Risk-Fac","9:Risk-Fac"
"5060","3:DNA","3:DNA"
"5061","6:Pregnanc","6:Pregnanc"
"5062","8:Receptor","3:DNA"
"5063","7:Prognosi","9:Risk-Fac"
"5064","9:Risk-Fac","9:Risk-Fac"
"5065","6:Pregnanc","6:Pregnanc"
"5066","6:Pregnanc","6:Pregnanc"
"5067","7:Prognosi","7:Prognosi"
"5068","10:Tomogra","10:Tomogra"
"5069","10:Tomogra","7:Prognosi"
"5070","5:Molecula","5:Molecula"
"5071","4:In-Vitro","8:Receptor"
"5072","8:Receptor","8:Receptor"
"5073","7:Prognosi","7:Prognosi"
"5074","8:Receptor","8:Receptor"
"5075","4:In-Vitro","6:Pregnanc"
"5076","9:Risk-Fac","9:Risk-Fac"
"5077","9:Risk-Fac","9:Risk-Fac"
"5078","6:Pregnanc","6:Pregnanc"
"5079","7:Prognosi","10:Tomogra"
"5080","6:Pregnanc","6:Pregnanc"
"5081","10:Tomogra","5:Molecula"
"5082","10:Tomogra","10:Tomogra"
"5083","10:Tomogra","7:Prognosi"
"5084","8:Receptor","8:Receptor"
"5085","10:Tomogra","10:Tomogra"
"5086","9:Risk-Fac","9:Risk-Fac"
"5087","7:Prognosi","7:Prognosi"
"5088","1:Antibodi","6:Pregnanc"
"5089","9:Risk-Fac","9:Risk-Fac"
"5090","1:Antibodi","4:In-Vitro"
"5091","1:Antibodi","1:Antibodi"
"5092","8:Receptor","8:Receptor"
"5093","9:Risk-Fac","3:DNA"
"5094","1:Antibodi","3:DNA"
"5095","1:Antibodi","3:DNA"
"5096","9:Risk-Fac","6:Pregnanc"
"5097","10:Tomogra","9:Risk-Fac"
"5098","8:Receptor","9:Risk-Fac"
"5099","8:Receptor","8:Receptor"
"5100","5:Molecula","5:Molecula"
"5101","2:Carcinom","7:Prognosi"
"5102","8:Receptor","8:Receptor"
"5103","1:Antibodi","4:In-Vitro"
"5104","3:DNA","1:Antibodi"
"5105","8:Receptor","8:Receptor"
"5106","8:Receptor","8:Receptor"
"5107","4:In-Vitro","8:Receptor"
"5108","9:Risk-Fac","9:Risk-Fac"
"5109","10:Tomogra","10:Tomogra"
"5110","2:Carcinom","2:Carcinom"
"5111","8:Receptor","1:Antibodi"
"5112","7:Prognosi","7:Prognosi"
"5113","5:Molecula","5:Molecula"
"5114","5:Molecula","5:Molecula"
"5115","9:Risk-Fac","9:Risk-Fac"
"5116","6:Pregnanc","4:In-Vitro"
"5117","3:DNA","3:DNA"
"5118","5:Molecula","5:Molecula"
"5119","6:Pregnanc","3:DNA"
"5120","8:Receptor","8:Receptor"
"5121","5:Molecula","5:Molecula"
"5122","9:Risk-Fac","9:Risk-Fac"
"5123","3:DNA","9:Risk-Fac"
"5124","5:Molecula","5:Molecula"
"5125","9:Risk-Fac","6:Pregnanc"
"5126","7:Prognosi","7:Prognosi"
"5127","1:Antibodi","8:Receptor"
"5128","4:In-Vitro","1:Antibodi"
"5129","10:Tomogra","10:Tomogra"
"5130","9:Risk-Fac","6:Pregnanc"
"5131","3:DNA","3:DNA"
"5132","8:Receptor","8:Receptor"
"5133","5:Molecula","5:Molecula"
"5134","6:Pregnanc","6:Pregnanc"
"5135","8:Receptor","8:Receptor"
"5136","9:Risk-Fac","7:Prognosi"
"5137","7:Prognosi","7:Prognosi"
"5138","1:Antibodi","1:Antibodi"
"5139","8:Receptor","8:Receptor"
"5140","7:Prognosi","7:Prognosi"
"5141","2:Carcinom","4:In-Vitro"
"5142","2:Carcinom","2:Carcinom"
"5143","9:Risk-Fac","9:Risk-Fac"
"5144","9:Risk-Fac","9:Risk-Fac"
"5145","3:DNA","3:DNA"
"5146","6:Pregnanc","6:Pregnanc"
"5147","3:DNA","3:DNA"
"5148","2:Carcinom","10:Tomogra"
"5149","4:In-Vitro","8:Receptor"
"5150","2:Carcinom","2:Carcinom"
"5151","8:Receptor","1:Antibodi"
"5152","7:Prognosi","10:Tomogra"
"5153","7:Prognosi","10:Tomogra"
"5154","10:Tomogra","10:Tomogra"
"5155","8:Receptor","6:Pregnanc"
"5156","6:Pregnanc","2:Carcinom"
"5157","5:Molecula","8:Receptor"
"5158","4:In-Vitro","4:In-Vitro"
"5159","7:Prognosi","7:Prognosi"
"5160","4:In-Vitro","4:In-Vitro"
"5161","6:Pregnanc","6:Pregnanc"
"5162","6:Pregnanc","7:Prognosi"
"5163","1:Antibodi","7:Prognosi"
"5164","9:Risk-Fac","9:Risk-Fac"
"5165","9:Risk-Fac","9:Risk-Fac"
"5166","5:Molecula","3:DNA"
"5167","10:Tomogra","10:Tomogra"
"5168","3:DNA","3:DNA"
"5169","6:Pregnanc","1:Antibodi"
"5170","6:Pregnanc","6:Pregnanc"
"5171","7:Prognosi","7:Prognosi"
"5172","10:Tomogra","10:Tomogra"
"5173","8:Receptor","8:Receptor"
"5174","1:Antibodi","1:Antibodi"
"5175","6:Pregnanc","6:Pregnanc"
"5176","3:DNA","3:DNA"
"5177","10:Tomogra","10:Tomogra"
"5178","10:Tomogra","10:Tomogra"
"5179","4:In-Vitro","4:In-Vitro"
"5180","5:Molecula","5:Molecula"
"5181","7:Prognosi","9:Risk-Fac"
"5182","9:Risk-Fac","9:Risk-Fac"
"5183","9:Risk-Fac","2:Carcinom"
"5184","9:Risk-Fac","6:Pregnanc"
"5185","2:Carcinom","2:Carcinom"
"5186","5:Molecula","5:Molecula"
"5187","7:Prognosi","7:Prognosi"
"5188","6:Pregnanc","1:Antibodi"
"5189","6:Pregnanc","6:Pregnanc"
"5190","10:Tomogra","10:Tomogra"
"5191","3:DNA","3:DNA"
"5192","10:Tomogra","10:Tomogra"
"5193","3:DNA","1:Antibodi"
"5194","7:Prognosi","9:Risk-Fac"
"5195","5:Molecula","5:Molecula"
"5196","6:Pregnanc","10:Tomogra"
"5197","8:Receptor","1:Antibodi"
"5198","3:DNA","5:Molecula"
"5199","2:Carcinom","1:Antibodi"
"5200","5:Molecula","5:Molecula"
"5201","5:Molecula","5:Molecula"
"5202","8:Receptor","8:Receptor"
"5203","3:DNA","3:DNA"
"5204","6:Pregnanc","6:Pregnanc"
"5205","4:In-Vitro","4:In-Vitro"
"5206","5:Molecula","5:Molecula"
"5207","5:Molecula","5:Molecula"
"5208","6:Pregnanc","6:Pregnanc"
"5209","5:Molecula","8:Receptor"
"5210","8:Receptor","8:Receptor"
"5211","8:Receptor","4:In-Vitro"
"5212","7:Prognosi","2:Carcinom"
"5213","1:Antibodi","5:Molecula"
"5214","10:Tomogra","10:Tomogra"
"5215","7:Prognosi","7:Prognosi"
"5216","6:Pregnanc","6:Pregnanc"
"5217","5:Molecula","5:Molecula"
"5218","7:Prognosi","8:Receptor"
"5219","8:Receptor","4:In-Vitro"
"5220","2:Carcinom","2:Carcinom"
"5221","7:Prognosi","2:Carcinom"
"5222","7:Prognosi","9:Risk-Fac"
"5223","5:Molecula","5:Molecula"
"5224","4:In-Vitro","4:In-Vitro"
"5225","8:Receptor","8:Receptor"
"5226","10:Tomogra","10:Tomogra"
"5227","4:In-Vitro","4:In-Vitro"
"5228","9:Risk-Fac","9:Risk-Fac"
"5229","8:Receptor","4:In-Vitro"
"5230","6:Pregnanc","3:DNA"
"5231","4:In-Vitro","4:In-Vitro"
"5232","8:Receptor","3:DNA"
"5233","8:Receptor","8:Receptor"
"5234","7:Prognosi","2:Carcinom"
"5235","4:In-Vitro","8:Receptor"
"5236","9:Risk-Fac","2:Carcinom"
"5237","9:Risk-Fac","9:Risk-Fac"
"5238","1:Antibodi","2:Carcinom"
"5239","8:Receptor","1:Antibodi"
"5240","1:Antibodi","6:Pregnanc"
"5241","1:Antibodi","1:Antibodi"
"5242","8:Receptor","1:Antibodi"
"5243","9:Risk-Fac","9:Risk-Fac"
"5244","8:Receptor","8:Receptor"
"5245","9:Risk-Fac","10:Tomogra"
"5246","1:Antibodi","1:Antibodi"
"5247","6:Pregnanc","6:Pregnanc"
"5248","1:Antibodi","5:Molecula"
"5249","2:Carcinom","2:Carcinom"
"5250","6:Pregnanc","9:Risk-Fac"
"5251","1:Antibodi","1:Antibodi"
"5252","10:Tomogra","10:Tomogra"
"5253","5:Molecula","5:Molecula"
"5254","7:Prognosi","7:Prognosi"
"5255","8:Receptor","8:Receptor"
"5256","7:Prognosi","7:Prognosi"
"5257","9:Risk-Fac","9:Risk-Fac"
"5258","3:DNA","5:Molecula"
"5259","2:Carcinom","2:Carcinom"
"5260","2:Carcinom","1:Antibodi"
"5261","9:Risk-Fac","6:Pregnanc"
"5262","9:Risk-Fac","9:Risk-Fac"
"5263","2:Carcinom","10:Tomogra"
"5264","9:Risk-Fac","9:Risk-Fac"
"5265","1:Antibodi","1:Antibodi"
"5266","4:In-Vitro","8:Receptor"
"5267","4:In-Vitro","9:Risk-Fac"
"5268","8:Receptor","1:Antibodi"
"5269","2:Carcinom","9:Risk-Fac"
"5270","8:Receptor","8:Receptor"
"5271","3:DNA","3:DNA"
"5272","7:Prognosi","6:Pregnanc"
"5273","9:Risk-Fac","9:Risk-Fac"
"5274","6:Pregnanc","6:Pregnanc"
"5275","6:Pregnanc","6:Pregnanc"
"5276","10:Tomogra","10:Tomogra"
"5277","8:Receptor","9:Risk-Fac"
"5278","10:Tomogra","9:Risk-Fac"
"5279","8:Receptor","8:Receptor"
"5280","9:Risk-Fac","7:Prognosi"
"5281","4:In-Vitro","4:In-Vitro"
"5282","10:Tomogra","10:Tomogra"
"5283","6:Pregnanc","6:Pregnanc"
"5284","6:Pregnanc","6:Pregnanc"
"5285","8:Receptor","8:Receptor"
"5286","1:Antibodi","8:Receptor"
"5287","6:Pregnanc","6:Pregnanc"
"5288","1:Antibodi","4:In-Vitro"
"5289","8:Receptor","4:In-Vitro"
"5290","6:Pregnanc","7:Prognosi"
"5291","9:Risk-Fac","9:Risk-Fac"
"5292","4:In-Vitro","4:In-Vitro"
"5293","8:Receptor","8:Receptor"
"5294","2:Carcinom","2:Carcinom"
"5295","8:Receptor","1:Antibodi"
"5296","6:Pregnanc","6:Pregnanc"
"5297","6:Pregnanc","6:Pregnanc"
"5298","9:Risk-Fac","9:Risk-Fac"
"5299","1:Antibodi","1:Antibodi"
"5300","6:Pregnanc","10:Tomogra"
"5301","7:Prognosi","7:Prognosi"
"5302","8:Receptor","8:Receptor"
"5303","4:In-Vitro","1:Antibodi"
"5304","9:Risk-Fac","9:Risk-Fac"
"5305","10:Tomogra","10:Tomogra"
"5306","8:Receptor","8:Receptor"
"5307","1:Antibodi","6:Pregnanc"
"5308","4:In-Vitro","4:In-Vitro"
"5309","2:Carcinom","2:Carcinom"
"5310","9:Risk-Fac","6:Pregnanc"
"5311","1:Antibodi","4:In-Vitro"
"5312","1:Antibodi","1:Antibodi"
"5313","4:In-Vitro","4:In-Vitro"
"5314","9:Risk-Fac","9:Risk-Fac"
"5315","3:DNA","8:Receptor"
"5316","6:Pregnanc","9:Risk-Fac"
"5317","4:In-Vitro","4:In-Vitro"
"5318","5:Molecula","5:Molecula"
"5319","6:Pregnanc","6:Pregnanc"
"5320","6:Pregnanc","10:Tomogra"
"5321","2:Carcinom","2:Carcinom"
"5322","8:Receptor","8:Receptor"
"5323","6:Pregnanc","6:Pregnanc"
"5324","9:Risk-Fac","9:Risk-Fac"
"5325","9:Risk-Fac","9:Risk-Fac"
"5326","7:Prognosi","7:Prognosi"
"5327","3:DNA","1:Antibodi"
"5328","6:Pregnanc","6:Pregnanc"
"5329","8:Receptor","3:DNA"
"5330","10:Tomogra","8:Receptor"
"5331","1:Antibodi","2:Carcinom"
"5332","7:Prognosi","8:Receptor"
"5333","10:Tomogra","4:In-Vitro"
"5334","8:Receptor","4:In-Vitro"
"5335","2:Carcinom","2:Carcinom"
"5336","6:Pregnanc","1:Antibodi"
"5337","4:In-Vitro","4:In-Vitro"
"5338","6:Pregnanc","6:Pregnanc"
"5339","4:In-Vitro","4:In-Vitro"
"5340","10:Tomogra","10:Tomogra"
"5341","9:Risk-Fac","7:Prognosi"
"5342","1:Antibodi","1:Antibodi"
"5343","7:Prognosi","3:DNA"
"5344","5:Molecula","5:Molecula"
"5345","4:In-Vitro","4:In-Vitro"
"5346","9:Risk-Fac","9:Risk-Fac"
"5347","1:Antibodi","1:Antibodi"
"5348","9:Risk-Fac","9:Risk-Fac"
"5349","8:Receptor","8:Receptor"
"5350","9:Risk-Fac","8:Receptor"
"5351","1:Antibodi","7:Prognosi"
"5352","1:Antibodi","1:Antibodi"
"5353","6:Pregnanc","6:Pregnanc"
"5354","9:Risk-Fac","9:Risk-Fac"
"5355","5:Molecula","5:Molecula"
"5356","9:Risk-Fac","9:Risk-Fac"
"5357","10:Tomogra","10:Tomogra"
"5358","7:Prognosi","7:Prognosi"
"5359","10:Tomogra","7:Prognosi"
"5360","3:DNA","2:Carcinom"
"5361","10:Tomogra","10:Tomogra"
"5362","8:Receptor","4:In-Vitro"
"5363","4:In-Vitro","1:Antibodi"
"5364","3:DNA","1:Antibodi"
"5365","9:Risk-Fac","6:Pregnanc"
"5366","6:Pregnanc","6:Pregnanc"
"5367","2:Carcinom","7:Prognosi"
"5368","6:Pregnanc","6:Pregnanc"
"5369","3:DNA","3:DNA"
"5370","9:Risk-Fac","7:Prognosi"
"5371","10:Tomogra","2:Carcinom"
"5372","3:DNA","5:Molecula"
"5373","4:In-Vitro","8:Receptor"
"5374","1:Antibodi","7:Prognosi"
"5375","10:Tomogra","9:Risk-Fac"
"5376","9:Risk-Fac","9:Risk-Fac"
"5377","4:In-Vitro","4:In-Vitro"
"5378","5:Molecula","5:Molecula"
"5379","8:Receptor","8:Receptor"
"5380","2:Carcinom","2:Carcinom"
"5381","10:Tomogra","10:Tomogra"
"5382","3:DNA","5:Molecula"
"5383","8:Receptor","8:Receptor"
"5384","6:Pregnanc","9:Risk-Fac"
"5385","8:Receptor","8:Receptor"
"5386","6:Pregnanc","1:Antibodi"
"5387","5:Molecula","5:Molecula"
"5388","8:Receptor","1:Antibodi"
"5389","4:In-Vitro","4:In-Vitro"
"5390","7:Prognosi","7:Prognosi"
"5391","10:Tomogra","10:Tomogra"
"5392","8:Receptor","4:In-Vitro"
"5393","10:Tomogra","2:Carcinom"
"5394","2:Carcinom","2:Carcinom"
"5395","2:Carcinom","10:Tomogra"
"5396","10:Tomogra","10:Tomogra"
"5397","7:Prognosi","7:Prognosi"
"5398","9:Risk-Fac","3:DNA"
"5399","10:Tomogra","8:Receptor"
"5400","10:Tomogra","2:Carcinom"
"5401","9:Risk-Fac","9:Risk-Fac"
"5402","2:Carcinom","2:Carcinom"
"5403","10:Tomogra","10:Tomogra"
"5404","4:In-Vitro","4:In-Vitro"
"5405","7:Prognosi","7:Prognosi"
"5406","6:Pregnanc","8:Receptor"
"5407","3:DNA","8:Receptor"
"5408","9:Risk-Fac","9:Risk-Fac"
"5409","7:Prognosi","7:Prognosi"
"5410","6:Pregnanc","6:Pregnanc"
"5411","6:Pregnanc","6:Pregnanc"
"5412","6:Pregnanc","6:Pregnanc"
"5413","4:In-Vitro","3:DNA"
"5414","7:Prognosi","9:Risk-Fac"
"5415","10:Tomogra","10:Tomogra"
"5416","1:Antibodi","1:Antibodi"
"5417","1:Antibodi","1:Antibodi"
"5418","5:Molecula","3:DNA"
"5419","8:Receptor","4:In-Vitro"
"5420","9:Risk-Fac","7:Prognosi"
"5421","6:Pregnanc","6:Pregnanc"
"5422","9:Risk-Fac","7:Prognosi"
"5423","9:Risk-Fac","7:Prognosi"
"5424","8:Receptor","8:Receptor"
"5425","1:Antibodi","10:Tomogra"
"5426","3:DNA","3:DNA"
"5427","3:DNA","3:DNA"
"5428","9:Risk-Fac","7:Prognosi"
"5429","9:Risk-Fac","4:In-Vitro"
"5430","10:Tomogra","10:Tomogra"
"5431","8:Receptor","8:Receptor"
"5432","10:Tomogra","10:Tomogra"
"5433","6:Pregnanc","6:Pregnanc"
"5434","8:Receptor","9:Risk-Fac"
"5435","8:Receptor","8:Receptor"
"5436","7:Prognosi","7:Prognosi"
"5437","9:Risk-Fac","9:Risk-Fac"
"5438","9:Risk-Fac","9:Risk-Fac"
"5439","2:Carcinom","10:Tomogra"
"5440","3:DNA","3:DNA"
"5441","4:In-Vitro","1:Antibodi"
"5442","7:Prognosi","10:Tomogra"
"5443","2:Carcinom","2:Carcinom"
"5444","10:Tomogra","10:Tomogra"
"5445","2:Carcinom","2:Carcinom"
"5446","1:Antibodi","9:Risk-Fac"
"5447","6:Pregnanc","6:Pregnanc"
"5448","1:Antibodi","1:Antibodi"
"5449","1:Antibodi","5:Molecula"
"5450","7:Prognosi","9:Risk-Fac"
"5451","8:Receptor","8:Receptor"
"5452","6:Pregnanc","9:Risk-Fac"
"5453","8:Receptor","8:Receptor"
"5454","1:Antibodi","3:DNA"
"5455","9:Risk-Fac","9:Risk-Fac"
"5456","4:In-Vitro","4:In-Vitro"
"5457","3:DNA","5:Molecula"
"5458","4:In-Vitro","8:Receptor"
"5459","10:Tomogra","9:Risk-Fac"
"5460","3:DNA","3:DNA"
"5461","8:Receptor","8:Receptor"
"5462","8:Receptor","8:Receptor"
"5463","1:Antibodi","8:Receptor"
"5464","10:Tomogra","10:Tomogra"
"5465","5:Molecula","5:Molecula"
"5466","9:Risk-Fac","2:Carcinom"
"5467","6:Pregnanc","6:Pregnanc"
"5468","2:Carcinom","2:Carcinom"
"5469","9:Risk-Fac","9:Risk-Fac"
"5470","5:Molecula","5:Molecula"
"5471","5:Molecula","5:Molecula"
"5472","7:Prognosi","7:Prognosi"
"5473","2:Carcinom","1:Antibodi"
"5474","6:Pregnanc","6:Pregnanc"
"5475","9:Risk-Fac","9:Risk-Fac"
"5476","9:Risk-Fac","9:Risk-Fac"
"5477","6:Pregnanc","6:Pregnanc"
"5478","1:Antibodi","1:Antibodi"
"5479","4:In-Vitro","4:In-Vitro"
"5480","8:Receptor","6:Pregnanc"
"5481","2:Carcinom","2:Carcinom"
"5482","7:Prognosi","7:Prognosi"
"5483","9:Risk-Fac","9:Risk-Fac"
"5484","6:Pregnanc","4:In-Vitro"
"5485","5:Molecula","4:In-Vitro"
"5486","9:Risk-Fac","9:Risk-Fac"
"5487","1:Antibodi","5:Molecula"
"5488","7:Prognosi","7:Prognosi"
"5489","3:DNA","3:DNA"
"5490","6:Pregnanc","6:Pregnanc"
"5491","4:In-Vitro","4:In-Vitro"
"5492","7:Prognosi","7:Prognosi"
"5493","7:Prognosi","1:Antibodi"
"5494","1:Antibodi","3:DNA"
"5495","6:Pregnanc","6:Pregnanc"
"5496","9:Risk-Fac","7:Prognosi"
"5497","9:Risk-Fac","9:Risk-Fac"
"5498","4:In-Vitro","4:In-Vitro"
"5499","1:Antibodi","1:Antibodi"
"5500","7:Prognosi","7:Prognosi"
"5501","1:Antibodi","3:DNA"
"5502","10:Tomogra","10:Tomogra"
"5503","4:In-Vitro","8:Receptor"
"5504","5:Molecula","5:Molecula"
"5505","4:In-Vitro","1:Antibodi"
"5506","10:Tomogra","7:Prognosi"
"5507","8:Receptor","3:DNA"
"5508","3:DNA","3:DNA"
"5509","3:DNA","3:DNA"
"5510","9:Risk-Fac","9:Risk-Fac"
"5511","2:Carcinom","9:Risk-Fac"
"5512","7:Prognosi","7:Prognosi"
"5513","6:Pregnanc","6:Pregnanc"
"5514","6:Pregnanc","4:In-Vitro"
"5515","6:Pregnanc","6:Pregnanc"
"5516","4:In-Vitro","4:In-Vitro"
"5517","3:DNA","3:DNA"
"5518","10:Tomogra","10:Tomogra"
"5519","6:Pregnanc","8:Receptor"
"5520","7:Prognosi","7:Prognosi"
"5521","4:In-Vitro","1:Antibodi"
"5522","6:Pregnanc","6:Pregnanc"
"5523","6:Pregnanc","6:Pregnanc"
"5524","6:Pregnanc","6:Pregnanc"
"5525","9:Risk-Fac","9:Risk-Fac"
"5526","6:Pregnanc","4:In-Vitro"
"5527","6:Pregnanc","6:Pregnanc"
"5528","7:Prognosi","9:Risk-Fac"
"5529","7:Prognosi","7:Prognosi"
"5530","2:Carcinom","2:Carcinom"
"5531","6:Pregnanc","8:Receptor"
"5532","8:Receptor","8:Receptor"
"5533","10:Tomogra","10:Tomogra"
"5534","3:DNA","3:DNA"
"5535","3:DNA","4:In-Vitro"
"5536","8:Receptor","4:In-Vitro"
"5537","2:Carcinom","2:Carcinom"
"5538","6:Pregnanc","6:Pregnanc"
"5539","3:DNA","1:Antibodi"
"5540","5:Molecula","5:Molecula"
"5541","7:Prognosi","6:Pregnanc"
"5542","6:Pregnanc","5:Molecula"
"5543","6:Pregnanc","6:Pregnanc"
"5544","10:Tomogra","10:Tomogra"
"5545","4:In-Vitro","4:In-Vitro"
"5546","2:Carcinom","2:Carcinom"
"5547","4:In-Vitro","4:In-Vitro"
"5548","7:Prognosi","7:Prognosi"
"5549","3:DNA","9:Risk-Fac"
"5550","7:Prognosi","7:Prognosi"
"5551","2:Carcinom","2:Carcinom"
"5552","9:Risk-Fac","9:Risk-Fac"
"5553","4:In-Vitro","4:In-Vitro"
"5554","5:Molecula","1:Antibodi"
"5555","7:Prognosi","7:Prognosi"
